,x1,x2,x3,x4,x5
57,-1.8753438484732594,-4.27223687442467,-2.9050284454235578,-6.472482101030001,-6.170293702688419
58,-2.7249217964185375,-4.95191163375928,-4.8107882729933875,-4.619902289176388,-6.612660110186127
59,0.5494971771547772,-4.51316483694966,-4.718276597988359,-5.668359342377167,-4.641101565035553
60,1.2986405940672971,-4.116727734528553,-2.0610637389029427,-6.143909774742352,-4.258442498028453
61,0.3792687645588355,-2.3343404407400015,-3.031437928336392,-5.9385517550873566,-5.181177055956482
62,-1.3733037319578643,-6.438341947595046,-4.874772256409791,-5.795416050696407,-5.339459255024035
63,-0.5679861517779824,-4.605381176075903,-4.980473535684891,-4.839457553956827,-5.268669029371794
64,-0.8683691118944276,-5.029039813992525,-3.4817676914618003,-6.124580339878329,-5.310799084443299
65,-1.0657414791815694,-4.7163382624571835,-6.727699034107314,-3.8189480895208545,-5.94388864432111
66,3.4842066790805872,-1.906282709084246,-5.592440317398082,-2.6122036188810673,-4.139292672424334
67,3.116837486945708,-1.1978630033752102,-5.093293494077809,-5.783411034148055,-3.5809861589178813
68,-1.482242581961225,-5.035232216178444,-4.425122490648548,-4.182989639676739,-6.087828788685838
69,2.310501211163697,-6.115019560023783,-5.56047023486591,-5.4823233594591825,-3.4559534008772195
70,0.9397124069471093,-4.004072099350594,-3.3319386882568924,-6.2787463898817295,-4.154619850970192
71,-0.515755934673573,-6.163343311598358,-5.813608596410313,-4.293021624148486,-5.13520915584262
72,3.5373997428275614,-4.240936451344932,-5.293432305990644,-3.6968091043981732,-3.7155607522439347
73,-1.1871449168061343,-6.076029841840921,-6.331722691682049,-5.926813721502036,-5.3485004478254465
74,-2.180674303917828,-4.563702046739708,-7.328899457360013,-3.9438090178216907,-6.35643700543093
75,-0.3107168486308312,-3.6275974256293035,-7.406495721397733,-2.7150595647132034,-5.850147837831588
76,0.5907436726780916,-3.932386921734734,-2.992369219900969,-6.587772273639827,-4.416490770718839
77,-0.3413870702428137,-6.065142286393962,-6.33732111433671,-4.890403969395484,-4.947640585983172
78,0.47098837546807343,-3.4405403356975746,-3.8513874922238323,-5.985096294767349,-4.908641865337816
79,0.23006250936008632,-4.523078377935177,-5.618499242825889,-3.6810464710684445,-5.252609352209637
80,2.7522845188580662,-5.253171910730368,-5.231438120174084,-4.393673333375012,-3.61459064725743
81,-5.0056398728422495,-4.424254616465577,-6.84189380644519,-5.139944556359568,-7.676251744599215
82,0.6750044238532433,-3.1778162935802747,-4.181422440992148,-5.600102250651325,-4.719033348079869
83,-5.913644038041652,-5.621806655049656,-4.396595351906921,-4.7281281996499365,-8.419421246352787
84,4.268486044069802,-2.46321622659997,-3.4777055587637165,-4.396414793315757,-3.537452782409292
85,-1.7627276110068597,-6.380112842191925,-7.831035694951183,-4.493085173476144,-5.731250588667831
86,-1.4311098619888278,-5.931795253333911,-6.699645721831005,-3.71331278995893,-6.003646451601094
87,6.55008147522267,-4.576770559400587,-5.042096298281308,-3.1985044527928337,-1.9267154023387572
88,2.528350859746457,-4.688422828575982,-4.216140770378574,-6.365347575926094,-3.673595175701942
89,-0.22216589067485054,-3.872519396874755,-4.132976510970905,-4.686078320347999,-5.457798087857886
90,-0.7056124200740114,-6.276070613586588,-4.315580711876281,-5.4448762325904685,-5.098850300947639
91,0.4194658663043769,-1.5641561505149566,-3.5558666778896084,-4.865670484446912,-5.631770742731566
92,-1.7922646356135572,-6.041546938067254,-6.5729021982888085,-2.2714814701649764,-6.415264925202569
93,0.0853106463575122,-6.580334571151125,-5.066694085176576,-5.297243793013504,-4.871546187498231
94,-0.1621411908515274,-2.4662622266226104,-4.619316552503843,-4.4546045962060425,-5.694817051856645
95,2.504887670454609,-6.44829634380037,-3.504797462696817,-3.1150906251284893,-4.201659404139092
96,5.238069274387538,-4.428226436183209,-3.7328392732363844,-4.567547633975188,-2.2027950108991656
97,1.1481996215632186,-4.062227510399613,-4.513877244697764,-4.85466244884993,-4.565239335870793
98,-0.9322263678011085,-3.740187407006812,-4.797212304684825,-6.913062215836175,-5.111187213011207
99,0.9837894684308625,-3.359938032399059,-8.070612007660252,-3.5897607045507143,-4.708392055705674
100,-0.21736014306701143,-6.068045502646243,-4.43171425903459,-5.1782099342982235,-4.87464709103199
101,-3.869995801357522,-3.9111770336729412,-2.5022034038793657,-6.5138411158731335,-7.035052551085089
102,-4.544339586875866,-6.991030973557164,-4.761690057622278,-4.546696699914095,-7.326396816360187
103,-0.16621382050076547,-6.072317437165254,-5.053905858787858,-5.035655664065519,-4.995166904672448
104,-1.632966079519168,-3.6339481203437325,-3.7421776862065124,-7.187528494753165,-5.682470311012107
105,0.36610468035453186,-2.9242778145680552,-4.701301294317349,-5.060014111459897,-5.2684174583116885
106,3.8726108967093356,-1.5611754974241374,-4.649232269158699,-5.01048673405742,-3.272710607889656
107,0.845841811399079,-4.724338855813608,-4.088774472082106,-4.912549526224388,-4.250839474602916
108,-1.0951287408832815,-5.768925136280577,-5.257076699400036,-4.020602077522026,-5.8182902664759135
109,-1.103501594640691,-4.721646533316205,-4.361109442145196,-4.828666446101122,-5.751761891382741
110,3.361110432569886,-3.154372382887332,-5.475013827187306,-3.925298353808183,-3.4469060136956218
111,0.9691815937276603,-2.89432855017999,-5.743822590749551,-4.286213704710926,-4.84513807220606
112,3.481279377588337,-2.6533871976250896,-3.064653697208818,-6.436833659710354,-3.1289260630792883
113,-0.7823805230002976,-5.80660718397581,-5.806521378378915,-5.815908856346435,-4.790475872370847
114,-1.7119453240382527,-5.04439534904136,-4.885441946172122,-5.216458599248208,-5.8536142994599265
115,3.0549387394111993,-5.5417911027868865,-3.6043762992785404,-5.182759481951215,-3.2820179676022403
116,1.5102762434878676,-4.680971631531541,-4.1216236804684065,-4.866084392012659,-4.257641339987322
117,-1.0911462605519404,-4.678211355142958,-4.521295804205956,-6.545998590645978,-5.444735846990161
118,0.7865909092630763,-7.18017476881775,-5.158362231392812,-3.6002692726874814,-4.463722377446328
119,1.116618609269573,-5.711010810557426,-5.653355122379783,-3.6839853323709155,-4.80847156886436
120,-1.436526521644399,-3.2526500946209906,-2.8860739322515436,-7.513108830832769,-5.564887131315743
121,-1.3065879500081297,-4.182434195971541,-5.749826133961081,-4.36286013945256,-5.837223977372891
122,1.6311751858869212,-3.3114280496434967,-3.1307056046394166,-6.056126640338696,-4.137391088682775
123,1.5409835622211414,-5.413270226726613,-3.0397463383297225,-4.067122891680588,-4.593099878224258
124,0.13298965605840787,-0.9936287956353311,-3.680460184600798,-5.062738301173382,-5.6540495991921835
125,-0.9772161770251486,-5.284358978561819,-4.308233770548329,-7.232169904026978,-4.974757860629598
126,1.8639932959506074,-6.189729066866521,-5.821989105865477,-4.72334507976977,-3.6827027219026984
127,6.936780659171111,-3.1383125544393966,-6.947489652677332,-1.7857489363597678,-2.4513032501078067
128,-0.7210118068021709,-4.96236750255082,-6.124096182096362,-2.5275785204448074,-5.955748283874634
129,-2.6067428958922965,-4.9559843628467215,-5.711154019932646,-5.410100066976836,-6.437200117071641
130,2.6566460670517165,-1.7879774346526967,-4.254222185042012,-5.98156658487062,-3.7887311628970135
131,-4.292389453944623,-7.765451533483366,-7.452495199357173,-5.567337243191704,-6.635535944628645
132,1.7635109151844275,-4.448101252628298,-5.688287775538622,-3.791138224094224,-4.5617098578588475
133,-0.14858630006090703,-3.6728229370761767,-4.959488125519613,-6.074851716933784,-4.886875938033668
134,0.5848675923802719,-4.304096959994697,-4.014389890228094,-5.11951332296513,-4.608938607678786
135,1.8761506641804149,-4.359140645832222,-3.3464504871719303,-6.59798955691984,-3.810323152444906
136,0.8127001163453332,-3.373949060217096,-3.804936702309841,-4.757310341729889,-5.320843625792571
137,4.904721770978707,-2.3911424066533864,-5.3823001910556245,-3.2647198659130274,-2.9510295147286043
138,2.4086018241674303,-4.356712312310754,-2.217561369990635,-6.285690358143757,-3.5240732993255612
139,-1.1649115292142054,-6.209940959163157,-3.8802532042773583,-4.3265568568348165,-5.832402151656554
140,-2.1987954184304934,-4.405574658551667,-4.237895015316994,-7.86587891529077,-5.554266219501236
141,-1.7602502205040922,-5.751559451687062,-6.446934584866596,-4.33506879445541,-5.715296997086048
142,1.2600701823055547,-5.496802888236242,-4.644066066363456,-4.993874091009821,-4.355076504794533
143,2.467675674836261,-3.856544670356902,-5.355766317722637,-5.933209872125439,-3.434748259681805
144,0.9459534159463313,-3.753211288580461,-5.485454556562737,-4.563112463561467,-4.678437994617666
145,3.8097276621348852,-3.105611694649661,-3.5940474310928234,-3.4073194996741645,-3.728610001952997
146,-3.0196232907289824,-7.441780073681606,-5.0772951571107425,-4.4080257353471115,-6.57994843374421
147,-0.11481023836913908,-6.068257023655189,-4.640816672530073,-3.926132321094156,-5.255275444504716
148,1.514309084676305,-3.423309134759573,-5.848519030342257,-5.242537166110637,-4.100145081151285
149,1.7718703713242088,-3.3210532450394137,-5.161273380407113,-3.9441968662812465,-4.425297047144267
150,-2.7908214567150624,-7.016636795236122,-6.204322821312411,-4.480658005075758,-6.445313114045133
151,-0.786469113643096,-5.886023722175681,-4.832140514085151,-3.626311230619505,-5.7202744689278395
152,1.5900913580651208,-6.067888671221849,-4.462316044494014,-4.341305201077991,-4.2606899943904
153,-3.8466928542944014,-7.416207905985771,-3.5714980463598893,-6.230390807128041,-6.597387789707514
154,-0.17219285208750124,-4.277418277263926,-5.230697154193555,-4.24486014415557,-5.308943325015437
155,-0.1957873499363496,-7.514852256198376,-4.743273617509131,-6.592053378160417,-4.226268639428948
156,-0.330455881911507,-6.2977908950803165,-6.065178751186624,-4.214022260531503,-5.130329287469611
157,-2.258535700732134,-4.654484155612361,-4.957831166345115,-6.121113708270595,-6.041241023070689
158,-0.3965235409727734,-5.6391740714659715,-5.190299863532558,-7.12937518253706,-4.539819285162339
159,0.5970012666808107,-5.118534491687176,-5.632605572380312,-3.6117655399391038,-4.9977829113174
160,5.091887502681301,-1.2711186693822727,-2.336212629553396,-4.252086270537941,-3.013224586629848
161,0.24616455904161577,-2.6625718775343064,-3.1852413362747756,-5.77071684927571,-5.158846427468458
162,-2.4637318570134275,-6.226999979605399,-5.68131435082925,-5.248005273491446,-6.10123273062047
163,2.2434829634388422,-4.302234307712522,-3.602369702563635,-4.123503890549465,-4.355829817319075
164,-2.670138065599134,-5.1857611945009525,-4.538733847121571,-5.205792324234789,-6.561960703943891
165,2.0196992759070542,-3.045405464201152,-4.892159702475746,-4.5118614446693455,-4.049264994914703
166,-3.341844742832877,-5.30095885166237,-4.438375077387418,-6.055002286303156,-6.477543738653444
167,2.2004497416032964,-4.633837382262106,-6.019165042722024,-3.8827176379264667,-3.928772379491779
168,1.6797540281345753,-5.680345738404768,-4.517778602677083,-4.666777392887749,-3.8992959733148433
169,-4.911532239127827,-4.515084237239704,-7.2258223691025965,-7.219580906811071,-6.908195532389872
170,2.9897491769662166,-3.3180872541246638,-3.582601718141133,-5.42823173688727,-3.4540927347021695
171,-4.31012363547198,-5.079149347018638,-6.464252434560255,-6.074860638835463,-7.143722650753899
172,1.285636743982528,-3.8500576010764505,-1.6023997795059146,-5.0968982490063715,-4.5785099728353185
173,-2.1961504200770987,-5.571739596192275,-5.680854653197528,-5.415244362651774,-5.943364037500198
174,3.590270152257401,-6.233257779816098,-5.002416369983403,-4.251702479222708,-3.0219275678842807
175,-5.221818971652513,-6.618692075397532,-6.042573025671264,-6.036105023610081,-7.505904621616031
176,-3.642772655086814,-6.496035336592214,-4.5130840159542345,-4.92397835073655,-6.8622804910030775
177,1.6871614650265623,-4.752893712049296,-2.2071415583851226,-5.831536401476857,-4.041018670337223
178,-0.11778933197359567,-6.924150707910389,-7.505396776054279,-5.913704376212634,-4.256595308172323
179,-0.21225851497680864,-6.742013826952763,-4.730583123997001,-5.758598582251286,-4.651282614386384
180,2.4320124109144254,-5.636095016563731,-3.7763782250564306,-4.888343045934068,-3.7640107093489945
181,-0.3176779005623001,-5.260853129735012,-7.615617179691065,-5.4119466857299505,-4.580366155225091
182,1.2245371603169608,-5.812359834749429,-6.000562933051074,-4.730046031692894,-4.101411892975792
183,0.5041684611794536,-6.308381962307859,-4.349822092371237,-6.0876790910898375,-4.3796739971954795
184,2.0328719492014566,-5.533211791399846,-6.25895951216149,-5.012938835193335,-3.9304154510690346
185,0.35114336604195995,-3.567948486358423,-4.93910063321444,-4.793187127778728,-5.0247780099169885
186,-0.916537337718378,-4.8151464353081215,-5.752213003092611,-5.701461248006999,-5.130381596336126
187,-0.9501711389972375,-5.5763134200991304,-5.00934721315038,-6.622603335855188,-4.928955214749655
188,-1.0126350847631207,-4.86692355810171,-5.980972661440029,-4.787405892964273,-5.596811634277672
189,-1.041098178639745,-5.295232431483781,-4.338418939273954,-4.599307822026623,-5.677376318166927
190,-0.939344609457516,-6.002959598237843,-6.428729102280294,-4.287167713245713,-5.484058454466896
191,-0.5289759601102957,-4.120956273376429,-6.734107647852265,-3.7997335106120476,-5.6431064906547395
192,2.901628805392402,-5.8118225949917335,-6.915609515772838,-4.32006455471819,-3.1446897842952115
193,1.8260406616559774,-2.923394649184291,-6.010549896615492,-3.98291717254562,-4.4878046369279385
194,-1.9966569430313403,-6.297118715755772,-5.839857060577776,-3.8748319695560483,-6.426161713828353
195,1.1875969827472184,-2.266248378434941,-4.874044766953601,-5.88725553448838,-4.407654996573653
196,1.6965850147919155,-4.308264689019006,-4.626823648829218,-4.188926778557596,-4.526878786753663
197,-1.9294757780249965,-7.556716924479205,-6.112631178325662,-4.980810208720422,-5.359783841814389
198,-3.3448271891213937,-7.314772994946615,-6.169868653960141,-6.194352849000466,-6.280905381073036
199,-0.9028375880163731,-5.263997532914974,-5.985454582121102,-4.486337822709492,-5.404410601457295
200,3.3893105607100384,1.7113550747257311,-4.767152124455074,-5.3431710112670645,-4.329595089345199
201,3.5345187846968646,0.2199152004072624,-7.1726323846058495,-4.574130140744852,-5.758814623530807
202,3.578553744588228,-0.1534382964604626,-6.379275781456903,-5.479622134220096,-5.107694007679693
203,4.815988076441698,-0.8671884665039592,-4.898854757328034,-4.8711804966561125,-5.289536689977957
204,4.409354739651018,2.6893824426205706,-6.666163120627262,-6.374704511028577,-4.281101490245612
205,6.066486020476538,-2.3957868832679585,-4.595378452177755,-6.123024817031839,-5.328791618705748
206,5.260567726236367,1.2195330076128998,-5.988269446285973,-4.9706634271764365,-5.251655908219126
207,3.6513557640668735,1.6328819227577693,-4.935696055642725,-6.040015883534407,-3.4479497098919545
208,5.366875933022995,1.6551033298447049,-4.282749070756254,-7.1144029055756945,-3.607101709319008
209,5.622075332575467,0.02980921493747116,-4.031880353840382,-4.576793943978117,-5.0258313609151015
210,5.543543743830282,2.988850410357023,-5.916708147627047,-3.7583289642037045,-5.405995540470377
211,4.570768218557596,0.666091523879123,-4.25903520969414,-3.834230012576846,-4.9442544592938535
212,7.129490235484825,0.37221853541387273,-4.710721846734079,-4.483736230046141,-6.373445051540312
213,3.670478524345593,-3.9215293168865992,-5.291752772951795,-4.217567053605376,-6.196996490196833
214,6.493673921851672,-2.024182673409867,-3.9083047659594787,-5.754879568559883,-5.304800966036353
215,6.227013686789462,-1.271583215180436,-4.509927623796274,-4.659848230537414,-5.243878589966704
216,4.915634268974972,2.7091342893143566,-4.756598043675958,-3.9002383548542845,-4.592161778239084
217,4.4779793635321425,0.4342437120506544,-4.047865146466062,-4.208610584769582,-4.5697839400058
218,4.368707960474734,4.124511574359055,-7.008536144119908,-4.6912965977741425,-5.107077839113749
219,4.176537925781305,0.4427313951742512,-4.416629621930362,-4.667957824419248,-4.35144640876895
220,2.9353389039423727,0.3701493310912503,-6.248413630384984,-5.3779054615854465,-4.72713578982215
221,3.8819139978285495,-3.2503831707253226,-4.865047728214215,-3.931090257310161,-5.655905632787309
222,6.204711387193478,0.9792662331800527,-3.605239715122905,-3.111812631249435,-5.530588493496697
223,6.610707809588818,-0.9336742648594815,-3.6461728601746843,-3.7172348957511563,-5.780662647429726
224,3.5767975154549414,0.10078403620914687,-6.469768234469096,-5.043374794609149,-5.722964576981625
225,5.7874062050413,0.26847984306349126,-4.941793864210851,-4.878168912359662,-5.475701162370471
226,4.920292827296855,-4.329809237689437,-5.7961819026306864,-5.400499986395033,-6.045274433585732
227,4.701809228211541,0.541571987548717,-4.811312751785798,-3.4109120748984987,-5.367970958285032
228,6.5738364143299926,0.4586180646701913,-3.915347419396599,-4.887646386438457,-5.189248273908695
229,5.994241934196458,-2.2319677664332405,-5.958167527998488,-6.506325457879214,-5.922633025532497
230,2.503562071728115,2.708634055551939,-7.1280201872458,-4.099633083487176,-4.768743041965619
231,5.52521697399996,2.13947420680244,-2.653836242457905,-4.827971187806571,-3.4128927733384753
232,4.850602470211412,-1.3181436914621194,-4.496919343530448,-4.221417970541129,-5.336086784192838
233,6.503350017622317,-0.04722050864208884,-5.23986094935958,-4.554787752063227,-5.831625561989846
234,4.578416266179758,0.08655881115533864,-6.584902418735397,-3.6756896221514355,-6.428415969864137
235,5.655384824940056,-1.7116733563296171,-5.215728352639896,-5.345813902439891,-5.754390855137546
236,4.465262042249704,-2.8648086429839643,-3.7447676933688463,-4.700335537588184,-4.70806824674066
237,6.755692506547214,3.4092623784691485,-4.054714935475488,-4.384289843239441,-4.166469409225286
238,4.423791418175544,-5.0123059170433235,-5.733982074592271,-4.416019576745013,-7.091977179201878
239,6.002957240483652,-1.4743775641825,-4.5714745906192835,-5.013129895093358,-5.129017279583173
240,5.050121685133329,1.9097551636501109,-4.762688219451769,-3.5449056875078098,-5.016896669837267
241,2.3677749600344087,3.7030904052602094,-8.10252101337022,-5.497547923831334,-4.427677064221251
242,2.216529611537408,-0.33972155763813594,-5.1449531493961365,-5.231473408444435,-4.151431445743122
243,3.682895853634964,0.4001239949318528,-8.309066826480171,-4.417624468436526,-7.125896757728826
244,7.342671855298187,5.007403182949633,-4.204493782205882,-3.0167386191823455,-5.0922753397023515
245,4.817675019139137,-1.3286044355623978,-5.798282590642462,-7.435038919187463,-4.62484889058791
246,4.041337511774859,0.49919094505978867,-5.805899974897688,-4.090964189201444,-5.286703749245832
247,5.74586603979954,2.4443485286216204,-3.674744115651574,-5.259336433963013,-4.008710550416601
248,4.382422031904002,-0.7381843998470468,-6.400115992118298,-5.828209340234496,-5.755449027867838
249,5.322068019920409,1.2061776549709353,-4.850645882790675,-4.374703372534455,-4.553573051467093
250,4.873431434218018,3.3582189267163685,-5.255752350427242,-4.861627930519516,-3.9793705994347217
251,4.5702613394510605,2.8470291229355165,-4.466774450838872,-5.3587067284505885,-3.429788807551521
252,4.462492273977025,-1.2891686073085138,-5.850084802963495,-5.674258898344215,-5.139503450497956
253,4.096345279952625,-1.4269648565361446,-5.828642678976913,-5.890530118805199,-4.795718456156595
254,4.360398003592505,0.7115209546167794,-5.4483524194575566,-5.6979391516332525,-4.26499171166534
255,5.854995341400165,0.12193983320096759,-3.1027809322682236,-3.8723317852546795,-4.832925985316284
256,3.909563601310526,-1.5736600982791755,-6.010865996398854,-5.232321060508249,-5.388286359771617
257,3.8504426900608584,2.7016805458594924,-7.273809337552363,-4.806341517155579,-5.5616948452067305
258,4.401717050338505,1.471168824029197,-6.242642017901904,-5.137074030093722,-5.151172323990261
259,5.1873023723531695,0.28230056347651533,-3.4977800228391827,-5.343455038321906,-4.025155096605742
260,6.744968369857807,1.5100647356283148,-1.2625835441774123,-2.2045847765983617,-4.844849440719583
261,5.6893778832575554,0.5497872678581527,-6.066770463405059,-6.33079170061298,-4.858806967336727
262,6.2946666322074325,-1.2042039296861295,-2.915619254631191,-4.502190267788114,-4.559485198621392
263,4.259218395118964,1.4776935360677994,-5.131818918149019,-4.723150814238587,-4.748226442553975
264,4.199140615741414,-1.826705953202777,-4.483483574580099,-3.815847533177925,-5.437443374100053
265,3.038714490817947,-1.2002692416663217,-7.392671174280185,-5.777583666954152,-5.634157092323447
266,4.040860184200263,-2.213410839938339,-4.8888413640235155,-3.502294853619819,-6.110101407837072
267,4.649130384395278,-2.435180191405537,-5.861296141883103,-5.519216033795123,-6.058178426484805
268,3.7307531996230434,-0.8914823728412727,-5.180482079486554,-4.680674672562842,-5.0578467527017805
269,5.074205970586187,1.3793418840794869,-3.19939010560058,-6.435047953491997,-2.6934753528365163
270,5.0969647949405275,0.2329089383745722,-2.4035033192262727,-4.9710333485741325,-3.3263322059948575
271,4.803520412130014,0.9012960205134062,-3.052145226473285,-2.7051527851401005,-4.678035361384265
272,3.808360819431011,0.5047067841799424,-6.5606264032753545,-6.356240559628446,-4.514848920184698
273,9.01683246820184,3.389263680347531,-3.6131333221755817,-6.553629164455797,-3.5702335635512386
274,3.8058809282323116,1.8942830932019539,-6.510553844261091,-4.574674850109976,-5.139375604337828
275,5.789525784829147,-1.0067955983449368,-6.022473478257233,-4.378186436441369,-6.394998274002402
276,1.8342867706604502,-1.4870531216467937,-6.667448726052928,-7.40737035161128,-3.860734706503121
277,5.5373802760036686,-2.580411852162643,-3.640442968446288,-5.677382045048624,-5.060447599110076
278,3.399103611716587,0.06902305885052892,-6.06300661311336,-4.429993953377076,-5.451045352453625
279,0.3250864300862686,-0.946233312986374,-7.567268570868302,-4.982026175887681,-5.186212662149037
280,5.34914961454202,-0.5260345746347905,-4.265914228792093,-4.044552844438638,-5.353688238737937
281,4.934213595801094,1.6950456430603553,-5.928570582022261,-6.961817546833967,-3.7420404518495225
282,5.77459099638753,-4.174685144980513,-4.729833565478517,-5.459126147198238,-6.120161266678502
283,5.149958751065365,1.6864240673788178,-5.116739584434086,-4.2295931987365005,-5.123638011511639
284,4.671190454028787,-1.7910452277017757,-5.844491485615935,-5.034726712463211,-5.875909625398173
285,4.117161751986207,0.8111467890781416,-5.189062942465048,-4.859226263981325,-4.6597691032794195
286,3.88702078564787,-1.347551639140178,-4.975034272861209,-6.423656635591486,-4.369031039569849
287,4.911538583772172,-0.391900783259039,-2.9226560060311146,-2.2716661869699193,-5.249538844328277
288,4.230640105913218,2.0448439905389293,-5.002783146892952,-5.533861378793254,-3.333751958598954
289,5.112740197317512,-2.8300007085347003,-6.06493968124287,-5.87061667912369,-6.0072688433987285
290,5.213409609763878,0.12738940801966825,-5.650101910727235,-4.931036340693504,-5.255424881276365
291,4.424055716177361,-1.326055418634357,-4.7448325088747705,-4.25948196035909,-5.174772523802112
